date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,population
2024-05-20,1279115,0,0.0,16305,0,37457976
2024-05-21,1279115,0,0.0,16305,0,37457976
2024-05-22,1279115,0,0.0,16305,0,37457976
2024-05-23,1279115,0,0.0,16305,0,37457976
2024-05-24,1279115,0,0.0,16305,0,37457976
2024-05-25,1279115,0,0.0,16305,0,37457976
2024-05-26,1279115,0,0.0,16305,0,37457976
2024-05-27,1279115,0,0.0,16305,0,37457976
2024-05-28,1279115,0,0.0,16305,0,37457976
2024-05-29,1279115,0,0.0,16305,0,37457976
2024-05-30,1279115,0,0.0,16305,0,37457976
2024-05-31,1279115,0,0.0,16305,0,37457976
2024-06-01,1279115,0,0.0,16305,0,37457976
2024-06-02,1279115,0,0.0,16305,0,37457976
2024-06-03,1279115,0,0.0,16305,0,37457976
2024-06-04,1279115,0,0.0,16305,0,37457976
2024-06-05,1279115,0,0.0,16305,0,37457976
2024-06-06,1279115,0,0.0,16305,0,37457976
2024-06-07,1279115,0,0.0,16305,0,37457976
2024-06-08,1279115,0,0.0,16305,0,37457976
2024-06-09,1279115,0,0.0,16305,0,37457976
2024-06-10,1279115,0,0.0,16305,0,37457976
2024-06-11,1279115,0,0.0,16305,0,37457976
2024-06-12,1279115,0,0.0,16305,0,37457976
2024-06-13,1279115,0,0.0,16305,0,37457976
2024-06-14,1279115,0,0.0,16305,0,37457976
2024-06-15,1279115,0,0.0,16305,0,37457976
2024-06-16,1279115,0,0.0,16305,0,37457976
2024-06-17,1279115,0,0.0,16305,0,37457976
2024-06-18,1279115,0,0.0,16305,0,37457976
2024-06-19,1279115,0,0.0,16305,0,37457976
2024-06-20,1279115,0,0.0,16305,0,37457976
2024-06-21,1279115,0,0.0,16305,0,37457976
2024-06-22,1279115,0,0.0,16305,0,37457976
2024-06-23,1279115,0,0.0,16305,0,37457976
2024-06-24,1279115,0,0.0,16305,0,37457976
2024-06-25,1279115,0,0.0,16305,0,37457976
2024-06-26,1279115,0,0.0,16305,0,37457976
2024-06-27,1279115,0,0.0,16305,0,37457976
2024-06-28,1279115,0,0.0,16305,0,37457976
2024-06-29,1279115,0,0.0,16305,0,37457976
2024-06-30,1279115,0,0.0,16305,0,37457976
2024-07-01,1279115,0,0.0,16305,0,37457976
2024-07-02,1279115,0,0.0,16305,0,37457976
2024-07-03,1279115,0,0.0,16305,0,37457976
2024-07-04,1279115,0,0.0,16305,0,37457976
2024-07-05,1279115,0,0.0,16305,0,37457976
2024-07-06,1279115,0,0.0,16305,0,37457976
2024-07-07,1279115,0,0.0,16305,0,37457976
2024-07-08,1279115,0,0.0,16305,0,37457976
2024-07-09,1279115,0,0.0,16305,0,37457976
2024-07-10,1279115,0,0.0,16305,0,37457976
2024-07-11,1279115,0,0.0,16305,0,37457976
2024-07-12,1279115,0,0.0,16305,0,37457976
2024-07-13,1279115,0,0.0,16305,0,37457976
2024-07-14,1279115,0,0.0,16305,0,37457976
2024-07-15,1279115,0,0.0,16305,0,37457976
2024-07-16,1279115,0,0.0,16305,0,37457976
2024-07-17,1279115,0,0.0,16305,0,37457976
2024-07-18,1279115,0,0.0,16305,0,37457976
2024-07-19,1279115,0,0.0,16305,0,37457976
2024-07-20,1279115,0,0.0,16305,0,37457976
2024-07-21,1279115,0,0.0,16305,0,37457976
2024-07-22,1279115,0,0.0,16305,0,37457976
2024-07-23,1279115,0,0.0,16305,0,37457976
2024-07-24,1279115,0,0.0,16305,0,37457976
2024-07-25,1279115,0,0.0,16305,0,37457976
2024-07-26,1279115,0,0.0,16305,0,37457976
2024-07-27,1279115,0,0.0,16305,0,37457976
2024-07-28,1279115,0,0.0,16305,0,37457976
2024-07-29,1279115,0,0.0,16305,0,37457976
2024-07-30,1279115,0,0.0,16305,0,37457976
2024-07-31,1279115,0,0.0,16305,0,37457976
2024-08-01,1279115,0,0.0,16305,0,37457976
2024-08-02,1279115,0,0.0,16305,0,37457976
2024-08-03,1279115,0,0.0,16305,0,37457976
2024-08-04,1279115,0,0.0,16305,0,37457976
